범죄별,범행연령별,항목,단위,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년
유기,21세,범죄자 연령,명,2,4,1,4,4,2,5,5,3,1,5,2,2,4
유기,22세,범죄자 연령,명,1,4,2,3,3,6,4,5,1,3,5,1,5,2
유기,23세,범죄자 연령,명,-,1,2,1,2,5,5,6,4,3,4,6,8,4
유기,24세,범죄자 연령,명,1,2,8,2,1,6,2,7,-,2,5,2,3,6
유기,25세,범죄자 연령,명,3,1,4,2,3,4,3,7,3,2,3,9,4,-
유기,26~30세,범죄자 연령,명,5,17,11,10,13,19,21,17,7,21,16,23,10,19
유기,31~35세,범죄자 연령,명,13,20,14,20,10,18,17,30,17,27,23,33,29,22
유기,36~40세,범죄자 연령,명,19,21,12,25,10,22,25,19,19,17,28,34,28,40
유기,41~45세,범죄자 연령,명,,,,,,,,,11,29,24,31,30,19
유기,46~50세,범죄자 연령,명,,,,,,,,,13,25,25,24,30,38
유기,41~50세,범죄자 연령,명,21,32,31,21,17,30,40,36,,,,,,
유기,51~55세,범죄자 연령,명,,,,,,,,,21,36,19,28,14,32
유기,56~60세,범죄자 연령,명,,,,,,,,,22,12,13,15,30,30
유기,51~60세,범죄자 연령,명,12,16,24,18,17,19,29,25,,,,,,
유기,61~70세,범죄자 연령,명,6,1,3,10,10,11,4,9,17,14,23,14,29,25
유기,71세이상,범죄자 연령,명,-,-,2,11,3,-,1,5,5,2,3,6,2,4
유기,미상,범죄자 연령,명,17,7,9,16,10,4,2,7,-,6,-,7,6,2
낙태,계,범죄자 연령,명,37,17,46,51,78,63,82,66,,,,,,
낙태,소년,범죄자 연령,명,2,-,-,1,1,-,1,1,,,,,,
낙태,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
낙태,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
낙태,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
낙태,16세,범죄자 연령,명,-,-,-,1,-,-,-,-,,,,,,
낙태,17세,범죄자 연령,명,-,-,-,-,-,-,1,-,,,,,,
낙태,18세,범죄자 연령,명,1,-,-,-,1,-,-,1,,,,,,
낙태,19세,범죄자 연령,명,1,-,-,,,,,,,,,,,
낙태,성인,범죄자 연령,명,34,17,43,48,77,62,76,64,,,,,,
낙태,19세,범죄자 연령,명,,,,-,1,1,1,2,,,,,,
낙태,20세,범죄자 연령,명,2,-,-,-,-,2,-,3,,,,,,
낙태,21세,범죄자 연령,명,-,-,-,-,-,-,2,1,,,,,,
낙태,22세,범죄자 연령,명,-,2,-,3,1,1,1,1,,,,,,
낙태,23세,범죄자 연령,명,5,1,2,1,1,2,1,2,,,,,,
낙태,24세,범죄자 연령,명,1,-,-,3,3,1,2,1,,,,,,
낙태,25세,범죄자 연령,명,1,-,1,2,3,3,2,1,,,,,,
낙태,26~30세,범죄자 연령,명,1,4,7,4,15,10,9,11,,,,,,
낙태,31~35세,범죄자 연령,명,3,4,7,3,9,11,12,10,,,,,,
낙태,36~40세,범죄자 연령,명,10,-,10,9,9,5,9,9,,,,,,
낙태,41~50세,범죄자 연령,명,8,5,9,18,21,14,17,14,,,,,,
낙태,51~60세,범죄자 연령,명,2,1,5,5,13,9,19,8,,,,,,
낙태,61~70세,범죄자 연령,명,1,-,1,-,1,2,1,1,,,,,,
낙태,71세이상,범죄자 연령,명,-,-,1,-,-,1,-,-,,,,,,
낙태,미상,범죄자 연령,명,1,-,3,2,-,1,5,1,,,,,,
아편,계,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,소년,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,17세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,18세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
아편,성인,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,19세,범죄자 연령,명,,,,-,-,-,-,-,,,,,,
아편,20세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,21세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,22세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,23세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,24세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,25세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,26~30세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,31~35세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,36~40세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,41~50세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,51~60세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,61~70세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,71세이상,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
아편,미상,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
교통방해,계,범죄자 연령,명,1164,1169,1744,1672,1734,1505,2027,2152,2230,2138,2604,1735,1690,1815
교통방해,소년,범죄자 연령,명,11,1,31,13,15,8,5,7,8,8,11,,5,-
교통방해,14세미만,범죄자 연령,명,-,-,1,-,-,-,-,-,-,-,-,,,
교통방해,14세,범죄자 연령,명,-,-,-,1,-,-,-,-,-,-,-,,-,-
교통방해,15세,범죄자 연령,명,-,-,-,2,-,-,-,-,-,-,-,,-,-
교통방해,16세,범죄자 연령,명,3,-,-,-,3,1,1,2,2,1,-,,-,-
교통방해,17세,범죄자 연령,명,6,-,3,3,8,6,2,1,2,2,3,,1,-
교통방해,18세,범죄자 연령,명,2,1,9,7,4,1,2,4,4,5,8,,4,-
교통방해,19세,범죄자 연령,명,-,-,18,,,,,,,,,,,
교통방해,성인,범죄자 연령,명,1091,1106,1661,1605,1690,1468,1989,2091,2164,2095,2565,1700,1645,1786
교통방해,19세,범죄자 연령,명,,,,7,7,17,6,10,12,11,27,2,1,-
교통방해,20세,범죄자 연령,명,2,6,15,7,10,19,17,15,20,8,14,2,4,6
교통방해,21세,범죄자 연령,명,4,5,15,9,7,15,20,22,22,9,22,2,1,6
교통방해,22세,범죄자 연령,명,2,6,9,9,7,13,22,20,20,12,10,4,3,4
교통방해,23세,범죄자 연령,명,4,6,19,7,8,8,28,9,19,13,20,6,1,7
교통방해,24세,범죄자 연령,명,4,11,15,16,9,11,20,22,13,13,16,3,5,11
교통방해,25세,범죄자 연령,명,6,14,25,19,5,19,24,12,21,8,19,4,2,6
교통방해,26~30세,범죄자 연령,명,46,56,122,94,80,53,133,93,108,79,80,39,36,40
교통방해,31~35세,범죄자 연령,명,102,89,151,117,106,65,117,123,129,97,110,35,30,39
교통방해,36~40세,범죄자 연령,명,134,135,222,219,226,116,178,216,205,138,201,100,85,94
교통방해,41~45세,범죄자 연령,명,,,,,,,,,329,246,293,177,120,126
교통방해,46~50세,범죄자 연령,명,,,,,,,,,283,374,460,231,236,199
교통방해,41~50세,범죄자 연령,명,393,361,569,525,509,402,549,686,,,,,,
교통방해,51~55세,범죄자 연령,명,,,,,,,,,359,371,477,303,256,272
교통방해,56~60세,범죄자 연령,명,,,,,,,,,266,271,352,307,360,358
교통방해,51~60세,범죄자 연령,명,245,247,315,352,454,424,557,553,,,,,,
교통방해,61~70세,범죄자 연령,명,126,141,146,167,203,234,234,232,253,314,319,359,344,461
교통방해,71세이상,범죄자 연령,명,23,29,38,57,59,72,84,78,105,131,145,126,161,157
교통방해,미상,범죄자 연령,명,62,62,52,54,29,29,33,54,58,35,28,35,40,29
공무방해,계,범죄자 연령,명,12780,15729,19150,19578,15721,14884,17540,16786,17997,17012,17487,14806,13213,13510
공무방해,소년,범죄자 연령,명,166,228,276,186,187,200,369,361,329,352,377,259,222,191
공무방해,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,,
공무방해,14세,범죄자 연령,명,5,5,9,7,9,2,27,24,11,-,8,6,9,6
공무방해,15세,범죄자 연령,명,11,23,29,7,14,18,35,46,28,22,33,26,19,11
공무방해,16세,범죄자 연령,명,22,39,39,42,34,42,70,46,50,80,55,40,32,32
공무방해,17세,범죄자 연령,명,41,45,65,70,55,59,94,104,89,100,137,74,63,41
공무방해,18세,범죄자 연령,명,28,45,71,60,75,79,143,141,151,150,144,113,99,101
공무방해,19세,범죄자 연령,명,59,71,63,,,,,,,,,,,
공무방해,성인,범죄자 연령,명,12023,15075,18271,18740,15398,14581,16975,16245,17598,16476,16962,14386,12789,13126
공무방해,19세,범죄자 연령,명,,,,68,72,104,160,144,181,218,198,150,137,121
공무방해,20세,범죄자 연령,명,57,58,61,97,66,72,132,108,134,140,137,134,112,134
공무방해,21세,범죄자 연령,명,76,86,72,111,74,94,148,138,157,145,180,164,122,121
공무방해,22세,범죄자 연령,명,139,155,139,153,134,121,174,181,200,213,218,181,186,158
공무방해,23세,범죄자 연령,명,189,215,198,187,170,122,194,182,211,210,231,217,132,186
공무방해,24세,범죄자 연령,명,231,298,236,230,187,139,226,205,200,234,242,204,202,196
공무방해,25세,범죄자 연령,명,217,323,367,318,220,186,251,213,209,225,224,233,179,221
공무방해,26~30세,범죄자 연령,명,1266,1736,2075,2022,1610,1466,1670,1395,1366,1266,1217,988,837,963
공무방해,31~35세,범죄자 연령,명,1780,2039,2315,2225,1769,1618,2058,1988,2195,1850,1832,1319,1132,973
공무방해,36~40세,범죄자 연령,명,2223,2823,3242,3094,2477,2127,2339,2138,2302,1949,1984,1671,1394,1388
공무방해,41~45세,범죄자 연령,명,,,,,,,,,2873,2608,2518,2000,1627,1555
공무방해,46~50세,범죄자 연령,명,,,,,,,,,2879,2749,2773,2410,2151,2027
공무방해,41~50세,범죄자 연령,명,4182,5253,6703,6890,5637,5253,5720,5518,,,,,,
공무방해,51~55세,범죄자 연령,명,,,,,,,,,2425,2272,2468,2061,1907,1950
공무방해,56~60세,범죄자 연령,명,,,,,,,,,1290,1363,1548,1479,1477,1684
공무방해,51~60세,범죄자 연령,명,1342,1734,2376,2794,2429,2718,3188,3259,,,,,,
공무방해,61~70세,범죄자 연령,명,287,310,430,486,463,477,617,630,793,846,994,970,949,1170
공무방해,71세이상,범죄자 연령,명,34,45,57,65,90,84,98,146,183,188,198,205,245,279
공무방해,미상,범죄자 연령,명,591,426,603,652,136,103,196,180,70,184,148,161,202,193
도주와범인은닉,계,범죄자 연령,명,851,976,2235,2281,1424,1037,1267,1121,1119,1193,1014,980,692,690
도주와범인은닉,소년,범죄자 연령,명,18,25,75,68,62,25,26,32,25,36,37,32,26,27
도주와범인은닉,14세미만,범죄자 연령,명,-,1,1,-,-,-,-,-,-,-,-,,,
도주와범인은닉,14세,범죄자 연령,명,1,2,4,1,1,-,1,-,-,-,1,1,1,-
도주와범인은닉,15세,범죄자 연령,명,-,1,2,8,3,7,3,3,1,1,3,1,1,1
도주와범인은닉,16세,범죄자 연령,명,3,2,10,26,15,4,7,5,7,6,6,6,5,7
도주와범인은닉,17세,범죄자 연령,명,5,5,13,13,18,6,6,7,6,10,10,9,6,4
도주와범인은닉,18세,범죄자 연령,명,2,7,17,20,25,8,9,17,11,19,17,15,13,15
도주와범인은닉,19세,범죄자 연령,명,7,7,28,,,,,,,,,,,
도주와범인은닉,성인,범죄자 연령,명,396,395,1324,1409,1310,823,1043,901,1085,990,857,777,518,650
도주와범인은닉,19세,범죄자 연령,명,,,,26,17,18,8,12,14,27,14,22,14,17
도주와범인은닉,20세,범죄자 연령,명,4,5,16,16,21,4,11,15,12,16,16,18,8,13
도주와범인은닉,21세,범죄자 연령,명,5,8,21,20,15,14,23,24,19,17,19,22,3,19
도주와범인은닉,22세,범죄자 연령,명,8,5,35,27,25,11,15,20,23,28,26,20,14,18
도주와범인은닉,23세,범죄자 연령,명,17,12,40,49,35,16,30,26,23,21,29,12,8,19
도주와범인은닉,24세,범죄자 연령,명,13,12,50,41,40,18,23,17,20,26,24,25,16,21
도주와범인은닉,25세,범죄자 연령,명,18,20,53,54,68,25,24,22,21,23,26,28,8,13
도주와범인은닉,26~30세,범죄자 연령,명,76,73,282,273,247,152,195,138,145,140,116,117,62,80
도주와범인은닉,31~35세,범죄자 연령,명,58,54,193,183,168,104,156,110,168,178,122,110,71,58
도주와범인은닉,36~40세,범죄자 연령,명,59,66,201,209,196,111,135,102,136,124,88,103,71,89
도주와범인은닉,41~45세,범죄자 연령,명,,,,,,,,,146,119,113,96,58,65
도주와범인은닉,46~50세,범죄자 연령,명,,,,,,,,,149,120,97,68,65,90
도주와범인은닉,41~50세,범죄자 연령,명,106,110,319,339,334,216,279,276,,,,,,
도주와범인은닉,51~55세,범죄자 연령,명,,,,,,,,,114,76,94,58,49,65
도주와범인은닉,56~60세,범죄자 연령,명,,,,,,,,,53,47,53,40,34,51
도주와범인은닉,51~60세,범죄자 연령,명,30,22,105,139,118,113,121,120,,,,,,
도주와범인은닉,61~70세,범죄자 연령,명,1,8,9,30,24,18,21,19,38,27,19,31,33,29
도주와범인은닉,71세이상,범죄자 연령,명,1,-,-,3,2,3,2,-,4,1,1,7,4,3
도주와범인은닉,미상,범죄자 연령,명,437,556,836,804,52,189,198,188,9,167,120,171,148,13
위증과증거인멸,계,범죄자 연령,명,3770,3533,4085,4453,2815,3182,4665,4325,4392,5023,4370,4423,4114,3613
위증과증거인멸,소년,범죄자 연령,명,3,6,12,18,1,10,5,10,37,12,15,19,14,12
위증과증거인멸,14세미만,범죄자 연령,명,1,-,-,-,-,-,-,-,1,-,-,,,
위증과증거인멸,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,2,-,-,,-,1
위증과증거인멸,15세,범죄자 연령,명,-,-,-,1,-,-,-,2,3,1,-,,-,2
위증과증거인멸,16세,범죄자 연령,명,1,-,2,5,-,2,2,-,2,1,1,6,2,4
위증과증거인멸,17세,범죄자 연령,명,1,-,4,3,1,5,2,5,13,4,7,4,1,2
위증과증거인멸,18세,범죄자 연령,명,-,1,4,9,-,3,1,3,16,6,7,9,11,3
위증과증거인멸,19세,범죄자 연령,명,-,5,2,,,,,,,,,,,
위증과증거인멸,성인,범죄자 연령,명,2380,2279,2644,2850,2636,2555,3948,3710,4276,3867,3575,3486,3249,3463
위증과증거인멸,19세,범죄자 연령,명,,,,4,-,2,6,4,14,18,11,13,16,10
위증과증거인멸,20세,범죄자 연령,명,-,-,-,3,5,8,9,3,9,9,9,14,3,20
위증과증거인멸,21세,범죄자 연령,명,3,1,2,2,2,7,9,13,11,13,9,15,17,14
위증과증거인멸,22세,범죄자 연령,명,6,6,3,5,5,13,8,5,17,4,16,14,9,19
위증과증거인멸,23세,범죄자 연령,명,4,4,10,3,5,6,4,7,15,7,22,12,9,16
위증과증거인멸,24세,범죄자 연령,명,8,5,5,4,6,9,13,12,18,12,14,16,15,18
위증과증거인멸,25세,범죄자 연령,명,11,8,16,3,7,14,11,10,13,13,15,22,11,27
위증과증거인멸,26~30세,범죄자 연령,명,65,67,62,97,64,67,116,81,125,82,92,107,98,126
위증과증거인멸,31~35세,범죄자 연령,명,150,112,148,146,120,125,179,182,255,206,195,196,125,138
위증과증거인멸,36~40세,범죄자 연령,명,238,236,257,276,218,218,313,298,310,288,247,266,221,220
위증과증거인멸,41~45세,범죄자 연령,명,,,,,,,,,498,467,408,364,328,312
위증과증거인멸,46~50세,범죄자 연령,명,,,,,,,,,639,587,536,502,462,536
위증과증거인멸,41~50세,범죄자 연령,명,799,729,844,916,824,741,1116,1101,,,,,,
위증과증거인멸,51~55세,범죄자 연령,명,,,,,,,,,848,735,573,547,515,516
위증과증거인멸,56~60세,범죄자 연령,명,,,,,,,,,616,613,586,579,577,587
위증과증거인멸,51~60세,범죄자 연령,명,616,627,737,788,798,802,1357,1266,,,,,,
위증과증거인멸,61~70세,범죄자 연령,명,349,344,390,437,411,400,586,505,611,575,578,584,609,655
위증과증거인멸,71세이상,범죄자 연령,명,131,140,170,166,171,143,221,223,277,238,264,235,234,249
위증과증거인멸,미상,범죄자 연령,명,1387,1248,1429,1585,178,617,712,605,79,1144,780,918,851,138
무고,계,범죄자 연령,명,5909,4580,5102,5902,3244,4607,6139,5785,6349,6339,6714,6975,7451,7173
무고,소년,범죄자 연령,명,19,13,21,25,25,16,47,35,52,33,54,54,72,59
무고,14세미만,범죄자 연령,명,1,-,-,1,-,1,1,1,-,3,-,,,
무고,14세,범죄자 연령,명,-,1,1,4,-,1,1,1,5,-,4,3,8,4
무고,15세,범죄자 연령,명,-,1,1,7,2,3,4,3,6,5,6,9,7,7
무고,16세,범죄자 연령,명,3,2,4,4,2,3,10,5,16,2,9,9,12,12
무고,17세,범죄자 연령,명,3,2,5,6,7,2,16,13,9,10,10,13,17,19
무고,18세,범죄자 연령,명,6,2,7,3,14,6,15,12,16,13,25,20,28,17
무고,19세,범죄자 연령,명,6,5,3,,,,,,,,,,,
무고,성인,범죄자 연령,명,2896,2265,2566,3229,2913,3424,4766,4773,6115,5137,5528,5747,6016,6706
무고,19세,범죄자 연령,명,,,,8,4,15,17,21,27,30,34,25,27,47
무고,20세,범죄자 연령,명,11,7,10,16,9,13,20,18,49,24,39,47,42,39
무고,21세,범죄자 연령,명,2,2,7,8,3,14,26,27,38,23,32,59,34,34
무고,22세,범죄자 연령,명,9,13,6,5,14,12,22,23,34,36,39,49,52,32
무고,23세,범죄자 연령,명,23,9,15,7,10,13,25,14,45,43,52,37,47,57
무고,24세,범죄자 연령,명,9,15,9,11,5,18,29,32,35,40,41,44,54,58
무고,25세,범죄자 연령,명,15,12,14,22,16,25,24,23,33,32,41,53,46,54
무고,26~30세,범죄자 연령,명,138,77,115,124,112,144,169,190,198,193,202,283,230,330
무고,31~35세,범죄자 연령,명,206,116,134,179,162,189,271,249,331,294,336,300,321,347
무고,36~40세,범죄자 연령,명,317,211,254,309,271,304,396,354,442,392,413,429,488,543
무고,41~45세,범죄자 연령,명,,,,,,,,,721,581,569,575,595,638
무고,46~50세,범죄자 연령,명,,,,,,,,,851,703,723,728,788,800
무고,41~50세,범죄자 연령,명,942,773,806,1014,922,1010,1294,1279,,,,,,
무고,51~55세,범죄자 연령,명,,,,,,,,,994,846,863,871,845,878
무고,56~60세,범죄자 연령,명,,,,,,,,,906,732,808,885,934,1045
무고,51~60세,범죄자 연령,명,710,589,699,876,837,1037,1472,1512,,,,,,
무고,61~70세,범죄자 연령,명,396,347,386,474,398,465,717,728,922,815,903,927,1023,1278
무고,71세이상,범죄자 연령,명,118,94,111,176,150,165,284,303,489,353,433,435,490,526
무고,미상,범죄자 연령,명,2994,2302,2515,2648,306,1167,1326,977,182,1169,1132,1174,1363,408
공안을해하는죄,계,범죄자 연령,명,46,69,74,65,25,34,33,42,36,143,239,259,339,568
공안을해하는죄,소년,범죄자 연령,명,-,2,-,4,-,-,-,1,-,-,1,7,3,2
공안을해하는죄,14세미만,범죄자 연령,명,-,-,-,4,-,-,-,-,-,-,-,,,
공안을해하는죄,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
공안을해하는죄,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
공안을해하는죄,16세,범죄자 연령,명,-,1,-,-,-,-,-,-,-,-,-,2,-,1
공안을해하는죄,17세,범죄자 연령,명,-,-,-,-,-,-,-,1,-,-,-,,1,1
공안을해하는죄,18세,범죄자 연령,명,-,1,-,-,-,-,-,-,-,-,1,5,2,-
공안을해하는죄,19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
공안을해하는죄,성인,범죄자 연령,명,39,45,59,56,25,34,32,38,33,142,221,213,265,531
공안을해하는죄,19세,범죄자 연령,명,,,,-,-,2,-,-,-,-,3,,9,10
공안을해하는죄,20세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,3,1,5,15
공안을해하는죄,21세,범죄자 연령,명,-,-,-,-,-,1,1,-,-,1,10,5,9,35
공안을해하는죄,22세,범죄자 연령,명,-,-,-,-,-,2,-,2,2,5,10,8,16,30
공안을해하는죄,23세,범죄자 연령,명,-,-,2,-,1,-,1,-,-,8,22,4,14,33
공안을해하는죄,24세,범죄자 연령,명,1,4,1,-,1,-,1,1,-,1,6,6,18,51
공안을해하는죄,25세,범죄자 연령,명,1,2,-,-,-,1,2,1,-,13,5,8,34,48
공안을해하는죄,26~30세,범죄자 연령,명,4,7,4,5,6,3,3,3,4,56,41,63,61,131
공안을해하는죄,31~35세,범죄자 연령,명,3,6,20,7,6,4,2,10,5,17,34,42,25,63
공안을해하는죄,36~40세,범죄자 연령,명,9,6,9,6,3,5,8,2,4,13,13,21,19,62
공안을해하는죄,41~45세,범죄자 연령,명,,,,,,,,,5,12,11,14,6,14
공안을해하는죄,46~50세,범죄자 연령,명,,,,,,,,,5,7,10,7,15,21
공안을해하는죄,41~50세,범죄자 연령,명,11,14,15,16,3,9,10,9,,,,,,
공안을해하는죄,51~55세,범죄자 연령,명,,,,,,,,,3,4,18,8,10,3
공안을해하는죄,56~60세,범죄자 연령,명,,,,,,,,,2,3,17,10,12,15
공안을해하는죄,51~60세,범죄자 연령,명,8,4,7,17,2,7,4,7,,,,,,
공안을해하는죄,61~70세,범죄자 연령,명,2,2,-,5,3,-,-,1,2,2,18,12,11,-
공안을해하는죄,71세이상,범죄자 연령,명,-,-,1,-,-,-,-,2,1,-,-,4,1,-
공안을해하는죄,미상,범죄자 연령,명,7,22,15,5,-,-,1,3,3,1,17,39,71,35
내란의죄,계,범죄자 연령,명,-,-,-,-,-,-,3,9,-,9,56,42,44,53
내란의죄,소년,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,3,-
내란의죄,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,,
내란의죄,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
내란의죄,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
내란의죄,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
내란의죄,17세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,3,-
내란의죄,18세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
내란의죄,19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
내란의죄,성인,범죄자 연령,명,-,-,-,-,-,-,3,7,-,-,-,2,10,2
내란의죄,19세,범죄자 연령,명,,,,-,-,-,-,-,-,-,-,,-,-
내란의죄,20세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
내란의죄,21세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
내란의죄,22세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
내란의죄,23세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
내란의죄,24세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
내란의죄,25세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
